piramide_1;piramide_2;mes;año;ues;producto;consumo
3 Empresas Pymes;3.2 VIP Estándar;7;2018;RyT;Club la Colina;201015
3 Empresas Pymes;3.1 VIP;2;2018;RyT;Hotel Alcaravan;790111
1 Emp Grandes;1.1 Platinum;11;2018;RyT;Hotel Bosques de Athan;53707522
6 Otros;No Afiliada;5;2018;RyT;Hotel Paipa;240921264
4 Micro;4.5 Transaccional;4;2017;MS;#;10752262
4 Micro;4.8 Transaccional - Pensionado;5;2018;MS;SUPERMERCADOS;857092
3 Empresas Pymes;3.2 VIP Estándar;2;2018;RyT;Eventos y Convenciones;4563859
1 Emp Grandes;1.2 Premium;11;2018;RyT;Club Bellavista;19457113
5 Micro;5.1 Colsubsidio;4;2018;RyT;Club la Colina;21869456
6 Otros;No Afiliada;4;2018;Salud;CHEQUEOS;4865662
2 Emp Medio;2.1 Gold;10;2018;RyT;Programas Recreativos;17731315
1 Emp Grandes;1.1 Platinum;9;2018;RyT;Hotel Paipa;18384127
2 Emp Medio;2.2 Silver;6;2018;RyT;Club la Colina;15844409
5 Micro;5.1 Colsubsidio;6;2018;RyT;Club Bellavista;-18444978
1 Emp Grandes;1.1 Platinum;12;2018;RyT;Hotel Paipa;10841893
4 Micro;4.2 Trans. Mas de 100 Trab.;5;2017;Vivienda;SubsidioEntregado;12936000
3 Empresas Pymes;3.1 VIP;6;2018;RyT;Piscilago;176395509
4 Micro;4.5 Transaccional;4;2017;MS;SUPERMERCADOS;111181794
4 Micro;4.3 Trans.Juridica Ent. 11 a 99 Trab.;7;2018;RyT;Hotel Bosques de Athan;7282399
6 Otros;No Afiliada;6;2018;Educación y Cultura;Campus;22245000
1 Emp Grandes;1.2 Premium;11;2018;RyT;Hotel Peñalisa;2993978
4 Micro;4.3 Trans.Juridica Ent. 11 a 99 Trab.;6;2018;RyT;Piscilago;17840714
2 Emp Medio;2.2 Silver;3;2018;RyT;Piscilago;3539758
4 Micro;4.1 Estándar;5;2018;RyT;Programas Deportivos;1118388
1 Emp Grandes;1.1 Platinum;10;2018;Educación y Cultura;ARTES;18475950
2 Emp Medio;2.2 Silver;2;2018;RyT;Piscilago;11831687
5 Micro;5.1 Colsubsidio;3;2018;RyT;Club la Colina;2678755
4 Micro;4.3 Trans.Juridica Ent. 11 a 99 Trab.;11;2018;RyT;Hotel Peñalisa;1237239
4 Micro;4.2 Trans. Mas de 100 Trab.;4;2018;RyT;Club la Colina;148487
6 Otros;No Afiliada;6;2018;MS;DROGUERIAS;428252131
3 Empresas Pymes;3.1 VIP;10;2018;RyT;Club la Colina;7853398
4 Micro;4.1 Estándar;8;2018;Salud;;7787200
4 Micro;4.5 Transaccional;11;2017;MS;SUPERMERCADOS;111048466
2 Emp Medio;2.2 Silver;2;2017;Vivienda;SubsidioEntregado;20683650
6 Otros;No afiliada;12;2017;MS;DROGUERIAS;9600280
4 Micro;4.4 Trans.Natural Ent. 11 a 99 Trab.;7;2017;MS;SUPERMERCADOS;2178284
1 Emp Grandes;1.2 Premium;2;2017;Vivienda;Fecha Entrega;186152000
2 Emp Medio;2.2 Silver;4;2018;RyT;Eventos y Convenciones;9362690
4 Micro;4.4 Trans.Natural Ent. 11 a 99 Trab.;12;2017;Vivienda;SubsidioEntregado;86924838
2 Emp Medio;2.1 Gold;12;2018;RyT;Programas Recreativos;231467413
4 Micro;4.3 Trans.Juridica Ent. 11 a 99 Trab.;4;2018;MS;SUPERMERCADOS;94490824
2 Emp Medio;2.1 Gold;6;2018;Salud;;6866016
3 Empresas Pymes;3.2 VIP Estándar;11;2017;MS;SUPERMERCADOS;309120
4 Micro;4.5 Transaccional;12;2017;MS;DROGUERIAS;85212629
1 Emp Grandes;1.1 Platinum;7;2018;RyT;Club Bellavista;21361999
3 Empresas Pymes;3.2 VIP Estándar;5;2018;MS;SUPERMERCADOS;246443573
2 Emp Medio;2.2 Silver;5;2018;RyT;Hotel Peñalisa;10546111
4 Micro;4.5 Transaccional;9;2018;RyT;Programas Deportivos;9293071
4 Micro;4.1 Estándar;4;2018;RyT;Eventos y Convenciones;2570400
3 Empresas Pymes;3.2 VIP Estándar;8;2018;RyT;Club El Cubo;14931429
2 Emp Medio;2.2 Silver;6;2018;RyT;Piscilago;90156387
5 Micro;5.1 Colsubsidio;8;2018;AyB;CAFÉ DE LAS LETRAS CALLE 26;39078000
4 Micro;4.5 Transaccional;10;2018;MS;SUPERMERCADOS;355827602
2 Emp Medio;2.2 Silver;7;2018;RyT;Programas Deportivos;55656004
3 Empresas Pymes;3.2 VIP Estándar;8;2018;RyT;Hotel Paipa;13050904
6 Otros;No Afiliada;4;2017;MS;SUPERMERCADOS;9213503520
6 Otros;No Afiliada;11;2017;Vivienda;Fecha Opcion;6828287170
3 Empresas Pymes;3.1 VIP;4;2018;MS;DROGUERIAS;27081662
4 Micro;4.5 Transaccional;10;2018;RyT;Hotel Bosques de Athan;162711580
1 Emp Grandes;1.1 Platinum;9;2018;Educación y Cultura;ASESORIAS PARA LA CALIDAD;85680000
6 Otros;No Afiliada;9;2018;RyT;Eventos y Convenciones;24582793
4 Micro;4.5 Transaccional;5;2017;Vivienda;SubsidioAsignado;292873649
2 Emp Medio;2.2 Silver;7;2018;RyT;Eventos y Convenciones;129780574
1 Emp Grandes;1.2 Premium;10;2018;RyT;Club la Colina;30777682
1 Emp Grandes;1.1 Platinum;7;2018;RyT;Piscilago;205556
4 Micro;4.3 Trans.Juridica Ent. 11 a 99 Trab.;12;2018;RyT;Hotel Paipa;5163096
4 Micro;4.4 Trans.Natural Ent. 11 a 99 Trab.;10;2018;MS;DROGUERIAS;5194429
6 Otros;No Afiliada;3;2018;RyT;Club Bellavista;83326548
6 Otros;No Afiliada;2;2018;RyT;Hotel Bosques de Athan;8236062
1 Emp Grandes;1.2 Premium;7;2018;RyT;Eventos y Convenciones;20505839
2 Emp Medio;2.1 Gold;7;2018;Salud;;16495200
3 Empresas Pymes;3.2 VIP Estándar;10;2018;Salud;CHEQUEOS;15055839
3 Empresas Pymes;3.1 VIP;7;2018;RyT;Club la Colina;5452206
4 Micro;4.5 Transaccional;10;2018;RyT;Club Bellavista;1679488
1 Emp Grandes;1.1 Platinum;4;2018;MS;SUPERMERCADOS;130576226
4 Micro;4.1 Estándar;8;2018;AyB;SALONES CALLE 26;566868
1 Emp Grandes;1.1 Platinum;4;2018;RyT;Programas Recreativos;44943507
1 Emp Grandes;1.1 Platinum;4;2018;RyT;Eventos y Convenciones;5570250
3 Empresas Pymes;3.1 VIP;4;2018;Salud;CHEQUEOS;22996455
6 Otros;No Afiliada;10;2018;MS;SUPERMERCADOS;8024126794
4 Micro;4.7 Transaccional - Independiente;12;2017;MS;SUPERMERCADOS;1385663
4 Micro;4.6 Transaccional - Facultativo;12;2017;MS;DROGUERIAS;161550
6 Otros;No Afiliada;2;2018;AyB;CATERING;13609145
6 Otros;No afiliada;8;2017;Salud;EMPRESARIAL;1172500
3 Empresas Pymes;3.2 VIP Estándar;12;2018;RyT;Hotel Bosques de Athan;30454488
4 Micro;4.5 Transaccional;5;2018;RyT;Eventos y Convenciones;12639198
6 Otros;No Afiliada;1;2018;AyB;CAFÉ DE LAS LETRAS CALLE 26;775197,35
4 Micro;4.3 Trans.Juridica Ent. 11 a 99 Trab.;12;2018;RyT;Club Bellavista;52114440
1 Emp Grandes;1.2 Premium;9;2018;MS;SUPERMERCADOS;184467709
4 Micro;4.1 Estándar;10;2018;RyT;Eventos y Convenciones;9026300
2 Emp Medio;2.2 Silver;7;2018;AyB;CATERING;18008717
3 Empresas Pymes;3.1 VIP;3;2018;Salud;;64892600
2 Emp Medio;2.2 Silver;1;2018;AyB;CAFÉ DE LAS LETRAS CALLE 26;838959,36
6 Otros;No Afiliada;12;2018;RyT;Hotel Alcaravan;95831096
4 Micro;4.1 Estándar;3;2018;MS;SUPERMERCADOS;73385088
2 Emp Medio;2.2 Silver;11;2018;Educación y Cultura;ASESORIAS PARA LA CALIDAD;6850737
2 Emp Medio;2.1 Gold;11;2018;AyB;CATERING;32159525
4 Micro;4.3 Trans.Juridica Ent. 11 a 99 Trab.;2;2018;RyT;Hotel Peñalisa;16439035
4 Micro;4.6 Transaccional - Facultativo;1;2018;MS;SUPERMERCADOS;2035314444
4 Micro;4.5 Transaccional;5;2018;RyT;Programas Recreativos;12271429
1 Emp Grandes;1.2 Premium;6;2018;Salud;;13332800
3 Empresas Pymes;3.1 VIP;6;2018;AyB;SALONES CALLE 26;380501
3 Empresas Pymes;3.1 VIP;9;2018;Salud;CHEQUEOS;19188119
6 Otros;No Afiliada;12;2018;RyT;Club la Colina;60198991
5 Micro;5.1 Colsubsidio;4;2018;RyT;Club Bellavista;0
6 Otros;No Afiliada;1;2018;MS;SUPERMERCADOS;1533455572
2 Emp Medio;2.1 Gold;8;2018;RyT;Eventos y Convenciones;343470356
3 Empresas Pymes;3.1 VIP;2;2018;RyT;Hotel Paipa;50556
4 Micro;4.3 Trans.Juridica Ent. 11 a 99 Trab.;9;2018;RyT;Otros;165017
2 Emp Medio;2.2 Silver;10;2018;RyT;Hotel Paipa;3506941
4 Micro;4.3 Trans.Juridica Ent. 11 a 99 Trab.;9;2018;RyT;Club Bellavista;3877017
2 Emp Medio;2.1 Gold;5;2018;RyT;Club la Colina;11976006
1 Emp Grandes;1.2 Premium;5;2018;Salud;;14372100
1 Emp Grandes;1.2 Premium;3;2018;RyT;Programas Deportivos;13501828
3 Empresas Pymes;3.1 VIP;12;2018;Educación y Cultura;TEATRO;72432100
1 Emp Grandes;1.2 Premium;6;2018;RyT;Club El Cubo;69294436
2 Emp Medio;2.1 Gold;8;2018;RyT;Programas Recreativos;123900358
4 Micro;4.8 Transaccional - Pensionado;11;2017;MS;SUPERMERCADOS;416836
4 Micro;4.8 Transaccional - Pensionado;7;2017;MS;SUPERMERCADOS;119591
4 Micro;4.7 Transaccional - Independiente;3;2017;MS;DROGUERIAS;1783943
1 Emp Grandes;1.2 Premium;6;2018;RyT;Club la Colina;43442311
6 Otros;No Afiliada;6;2018;RyT;Club Bellavista;172665250
6 Otros;No Afiliada;5;2017;MS;#;313295558
6 Otros;No Afiliada;9;2017;Vivienda;Fecha Opcion;1982312820
1 Emp Grandes;1.2 Premium;8;2018;RyT;Piscilago;25836667
2 Emp Medio;2.2 Silver;3;2018;RyT;Club Bellavista;6738510
1 Emp Grandes;1.2 Premium;11;2018;RyT;Club El Cubo;118538861
6 Otros;No Afiliada;12;2017;Vivienda;Fecha Entrega;20149597184
2 Emp Medio;2.2 Silver;10;2018;RyT;Programas Deportivos;177311606
4 Micro;4.8 Transaccional - Pensionado;7;2017;MS;DROGUERIAS;2186531
4 Micro;4.5 Transaccional;1;2018;Educación y Cultura;TEATRO;92447530
3 Empresas Pymes;3.1 VIP;4;2018;MS;SUPERMERCADOS;530079846
3 Empresas Pymes;3.1 VIP;12;2018;RyT;Programas Deportivos;133080717
2 Emp Medio;2.1 Gold;7;2018;RyT;Otros;8846113
4 Micro;4.1 Estándar;6;2018;RyT;Eventos y Convenciones;3750600
2 Emp Medio;2.1 Gold;1;2018;RyT;Otros;2074074
3 Empresas Pymes;3.2 VIP Estándar;3;2018;AyB;CAFÉ DE LAS LETRAS CALLE 26;1851471
6 Otros;No Afiliada;7;2018;AyB;CAFÉ DE LAS LETRAS CALLE 26;1205981
1 Emp Grandes;1.1 Platinum;8;2018;RyT;Otros;15359298
2 Emp Medio;2.2 Silver;12;2018;RyT;Otros;23893018
1 Emp Grandes;1.2 Premium;3;2018;MS;SUPERMERCADOS;211437326
4 Micro;4.3 Trans.Juridica Ent. 11 a 99 Trab.;3;2018;Salud;;17935100
6 Otros;No Afiliada;4;2018;MS;DROGUERIAS;425500891
4 Micro;4.3 Trans.Juridica Ent. 11 a 99 Trab.;6;2018;RyT;Club la Colina;2784873
4 Micro;4.5 Transaccional;9;2017;Vivienda;Fecha Promesa;516170000
6 Otros;No afiliada;2;2017;MS;DROGUERIAS;8002769
4 Micro;4.8 Transaccional - Pensionado;10;2018;MS;DROGUERIAS;2775771
4 Micro;4.4 Trans.Natural Ent. 11 a 99 Trab.;11;2017;MS;SUPERMERCADOS;1491475
3 Empresas Pymes;3.1 VIP;7;2018;AyB;CAFÉ DE LAS LETRAS CALLE 26;1407632
6 Otros;No Afiliada;5;2018;Salud;;36661338
1 Emp Grandes;1.2 Premium;10;2018;RyT;Hotel Alcaravan;41754624
4 Micro;4.8 Transaccional - Pensionado;7;2018;MS;SUPERMERCADOS;498824
4 Micro;4.5 Transaccional;11;2018;RyT;Club la Colina;20651015
6 Otros;No Afiliada;11;2017;MS;DROGUERIAS;993370157
3 Empresas Pymes;3.1 VIP;6;2018;Educación y Cultura;Teatro;16739600
1 Emp Grandes;1.1 Platinum;5;2018;Salud;CHEQUEOS;2358818
4 Micro;4.7 Transaccional - Independiente;6;2017;MS;DROGUERIAS;1408498
1 Emp Grandes;1.2 Premium;6;2018;Salud;CHEQUEOS;3940000
1 Emp Grandes;1.1 Platinum;10;2018;AyB;CATERING;50239718
4 Micro;4.5 Transaccional;4;2017;Salud;EMPRESARIAL;19900
1 Emp Grandes;1.1 Platinum;2;2018;Educación y Cultura;TEATRO;3324200
1 Emp Grandes;1.2 Premium;11;2018;RyT;Programas Recreativos;117435864
2 Emp Medio;2.1 Gold;10;2018;RyT;Hotel Bosques de Athan;0
3 Empresas Pymes;3.1 VIP;5;2018;RyT;Hotel Bosques de Athan;0
2 Emp Medio;2.2 Silver;1;2018;RyT;Hotel Peñalisa;25512188
4 Micro;4.1 Estándar;10;2017;MS;DROGUERIAS;89650
6 Otros;No Afiliada;11;2018;RyT;Hotel Alcaravan;60977416
2 Emp Medio;2.1 Gold;1;2018;RyT;Programas Recreativos;1177472
1 Emp Grandes;1.1 Platinum;9;2018;RyT;Programas Deportivos;304507119
4 Micro;4.6 Transaccional - Facultativo;5;2018;MS;DROGUERIAS;79239017
6 Otros;No Afiliada;5;2017;Salud;EMPRESARIAL;356928826
2 Emp Medio;2.2 Silver;12;2018;RyT;Club El Cubo;108868231
4 Micro;4.5 Transaccional;12;2017;MS;SUPERMERCADOS;174121150
4 Micro;4.1 Estándar;12;2018;RyT;Hotel Bosques de Athan;0
4 Micro;4.7 Transaccional - Independiente;12;2018;RyT;Piscilago;815503
4 Micro;4.4 Trans.Natural Ent. 11 a 99 Trab.;5;2018;MS;DROGUERIAS;2041639
2 Emp Medio;2.2 Silver;4;2018;AyB;CATERING;25519464
1 Emp Grandes;1.1 Platinum;4;2018;Educación y Cultura;ARTES;2816198
4 Micro;4.4 Trans.Natural Ent. 11 a 99 Trab.;2;2018;MS;DROGUERIAS;2613136
4 Micro;4.5 Transaccional;10;2018;RyT;Hotel Peñalisa;295579680
4 Micro;4.1 Estándar;5;2018;MS;SUPERMERCADOS;65024415
2 Emp Medio;2.1 Gold;10;2018;RyT;Hotel Peñalisa;2333869
3 Empresas Pymes;3.1 VIP;9;2018;RyT;Hotel Alcaravan;165093
4 Micro;4.1 Estándar;7;2017;MS;DROGUERIAS;218750
5 Micro;5.1 Colsubsidio;11;2018;RyT;Hotel Alcaravan;-7500
3 Empresas Pymes;3.1 VIP;8;2018;AyB;CAFÉ DE LAS LETRAS CALLE 26;580000
3 Empresas Pymes;3.1 VIP;8;2018;AyB;CATERING;24015509
3 Empresas Pymes;3.2 VIP Estándar;10;2018;AyB;CATERING;23432599
6 Otros;No afiliada;6;2017;Salud;EMPRESARIAL;5485100
3 Empresas Pymes;3.1 VIP;7;2018;MS;SUPERMERCADOS;551744524
1 Emp Grandes;1.1 Platinum;8;2018;RyT;Piscilago;19612815
1 Emp Grandes;1.2 Premium;7;2018;RyT;Club la Colina;61221299
4 Micro;4.5 Transaccional;10;2018;RyT;Piscilago;75461967
2 Emp Medio;2.1 Gold;11;2018;Salud;CHEQUEOS;41051106
6 Otros;No Afiliada;10;2018;RyT;Programas Recreativos;32592066
4 Micro;4.5 Transaccional;1;2018;RyT;Hotel Peñalisa;676471
4 Micro;4.3 Trans.Juridica Ent. 11 a 99 Trab.;9;2018;RyT;Hotel Peñalisa;611665
1 Emp Grandes;1.2 Premium;5;2018;RyT;Club El Cubo;41579409
3 Empresas Pymes;3.1 VIP;2;2018;RyT;Club Bellavista;2491554
3 Empresas Pymes;3.1 VIP;11;2018;MS;DROGUERIAS;46668718
1 Emp Grandes;1.1 Platinum;12;2018;RyT;Piscilago;94354631
1 Emp Grandes;1.1 Platinum;7;2018;Salud;CHEQUEOS;15312452
3 Empresas Pymes;3.2 VIP Estándar;4;2018;RyT;Club la Colina;6832948
3 Empresas Pymes;3.1 VIP;6;2018;AyB;CATERING;40478698
6 Otros;No Afiliada;9;2018;RyT;Hotel Paipa;51303977
4 Micro;4.5 Transaccional;4;2018;RyT;Hotel Peñalisa;676471
6 Otros;No Afiliada;9;2018;RyT;Programas Deportivos;54579518
1 Emp Grandes;1.1 Platinum;12;2018;RyT;Club Bellavista;950608385
4 Micro;4.5 Transaccional;12;2018;RyT;Hotel Paipa;27999845
2 Emp Medio;2.1 Gold;12;2018;RyT;Hotel Paipa;616622
4 Micro;4.4 Trans.Natural Ent. 11 a 99 Trab.;11;2018;RyT;Club El Cubo;848661
6 Otros;No Afiliada;2;2017;Vivienda;SubsidioAsignado;4398268754
4 Micro;4.1 Estándar;10;2018;MS;SUPERMERCADOS;108191996
1 Emp Grandes;1.1 Platinum;6;2018;Educación y Cultura;ASESORIAS PARA LA CALIDAD;56286941
3 Empresas Pymes;3.2 VIP Estándar;5;2018;MS;DROGUERIAS;71059469
2 Emp Medio;2.2 Silver;12;2017;Vivienda;SubsidioAsignado;44263020
4 Micro;4.5 Transaccional;5;2018;RyT;Club la Colina;2002098
4 Micro;4.7 Transaccional - Independiente;1;2017;Vivienda;Fecha Entrega;151522000
5 Micro;5.1 Colsubsidio;6;2018;RyT;Hotel Paipa;1159630
6 Otros;No afiliada;8;2017;MS;SUPERMERCADOS;75440666
4 Micro;4.4 Trans.Natural Ent. 11 a 99 Trab.;5;2017;MS;SUPERMERCADOS;2695502
4 Micro;4.2 Trans. Mas de 100 Trab.;2;2018;RyT;Club El Cubo;196891
6 Otros;No Afiliada;12;2018;RyT;Club Bellavista;170849634
3 Empresas Pymes;3.2 VIP Estándar;10;2018;Salud;;38935150
4 Micro;4.1 Estándar;9;2018;RyT;Hotel Peñalisa;853923
2 Emp Medio;2.1 Gold;3;2018;RyT;Programas Deportivos;35142124
3 Empresas Pymes;3.1 VIP;3;2017;MS;SUPERMERCADOS;673708
5 Micro;5.1 Colsubsidio;2;2018;RyT;Hotel Peñalisa;5064195
6 Otros;No Afiliada;10;2017;Vivienda;SubsidioEntregado;11327741994
3 Empresas Pymes;3.2 VIP Estándar;6;2018;RyT;Hotel Bosques de Athan;840959
4 Micro;4.7 Transaccional - Independiente;8;2017;MS;SUPERMERCADOS;730960
3 Empresas Pymes;3.2 VIP Estándar;9;2018;RyT;Piscilago;19104372
6 Otros;No Afiliada;3;2018;RyT;Hotel Peñalisa;11560023
6 Otros;No Afiliada;2;2018;Educación y Cultura;Teatro;116000
6 Otros;No Afiliada;1;2018;Educación y Cultura;EDUCACION INICIAL;708506034,18
3 Empresas Pymes;3.2 VIP Estándar;7;2018;AyB;CATERING;1764284
6 Otros;No Afiliada;12;2018;RyT;Programas Deportivos;181660469
2 Emp Medio;2.2 Silver;8;2018;RyT;Piscilago;44120441
4 Micro;4.3 Trans.Juridica Ent. 11 a 99 Trab.;11;2018;RyT;Piscilago;-18728898
1 Emp Grandes;1.2 Premium;1;2017;Vivienda;Fecha Entrega;166980000
2 Emp Medio;2.2 Silver;7;2018;AyB;SALONES CALLE 26;3692660
6 Otros;No afiliada;10;2017;Vivienda;SubsidioEntregado;20683650
3 Empresas Pymes;3.2 VIP Estándar;9;2018;RyT;Otros;1818761
3 Empresas Pymes;3.1 VIP;7;2018;AyB;CATERING;31011359
4 Micro;4.5 Transaccional;11;2017;MS;DROGUERIAS;81452186
3 Empresas Pymes;3.2 VIP Estándar;8;2018;Salud;;47760850
2 Emp Medio;2.2 Silver;9;2018;Educación y Cultura;TEATRO;14778443,4
4 Micro;4.7 Transaccional - Independiente;7;2017;MS;SUPERMERCADOS;135484
1 Emp Grandes;1.2 Premium;1;2018;Salud;;60601299
2 Emp Medio;2.1 Gold;3;2018;RyT;Programas Recreativos;11815641
4 Micro;4.5 Transaccional;6;2017;MS;#;75910
4 Micro;4.1 Estándar;11;2017;Vivienda;SubsidioEntregado;48006753
1 Emp Grandes;1.1 Platinum;5;2018;RyT;Club Bellavista;23525147
2 Emp Medio;2.2 Silver;12;2018;RyT;Programas Deportivos;68904789
6 Otros;No Afiliada;7;2018;RyT;Club Calle 195;3899000
6 Otros;No Afiliada;1;2017;MS;#;646297798
2 Emp Medio;2.2 Silver;8;2018;RyT;Club Bellavista;30783131
4 Micro;4.6 Transaccional - Facultativo;8;2017;MS;DROGUERIAS;40350
5 Micro;5.1 Colsubsidio;12;2017;Vivienda;Fecha Entrega;181322000
4 Micro;4.1 Estándar;2;2018;MS;SUPERMERCADOS;56236945
4 Micro;4.8 Transaccional - Pensionado;1;2018;MS;DROGUERIAS;668907
1 Emp Grandes;1.1 Platinum;10;2018;RyT;Eventos y Convenciones;40761462
4 Micro;4.5 Transaccional;11;2017;Vivienda;SubsidioEntregado;483947087
4 Micro;4.8 Transaccional - Pensionado;5;2018;RyT;Programas Deportivos;120336
2 Emp Medio;2.2 Silver;4;2018;Educación y Cultura;ASESORIAS PARA LA CALIDAD;1994422
1 Emp Grandes;1.1 Platinum;8;2018;RyT;Programas Deportivos;190252286
1 Emp Grandes;1.1 Platinum;11;2018;RyT;Programas Recreativos;188908879
2 Emp Medio;2.2 Silver;10;2018;RyT;Eventos y Convenciones;203043663
4 Micro;4.7 Transaccional - Independiente;9;2017;MS;DROGUERIAS;1939440
4 Micro;4.3 Trans.Juridica Ent. 11 a 99 Trab.;1;2017;MS;DROGUERIAS;9590
3 Empresas Pymes;3.2 VIP Estándar;4;2018;AyB;CATERING;1825994
3 Empresas Pymes;3.1 VIP;3;2018;RyT;Hotel Alcaravan;19969371
4 Micro;4.5 Transaccional;1;2017;Vivienda;SubsidioEntregado;205595560
4 Micro;4.5 Transaccional;3;2017;MS;SUPERMERCADOS;104967860
6 Otros;No Afiliada;3;2018;MS;DROGUERIAS;445684445
4 Micro;4.2 Trans. Mas de 100 Trab.;6;2017;Vivienda;SubsidioAsignado;18442925
4 Micro;4.5 Transaccional;7;2018;RyT;Programas Recreativos;2480964
4 Micro;4.4 Trans.Natural Ent. 11 a 99 Trab.;6;2018;MS;SUPERMERCADOS;4014622
1 Emp Grandes;1.1 Platinum;12;2018;Salud;CHEQUEOS;60646776
4 Micro;4.1 Estándar;12;2017;Vivienda;SubsidioAsignado;18442925
6 Otros;No Afiliada;8;2018;RyT;Otros;9916365
4 Micro;4.5 Transaccional;9;2018;Educación y Cultura;TEATRO;39324145
6 Otros;No Afiliada;8;2017;MS;SUPERMERCADOS;10117205314
1 Emp Grandes;1.2 Premium;7;2018;RyT;Programas Recreativos;46460681
6 Otros;No Afiliada;1;2018;Salud;;45252215
1 Emp Grandes;1.1 Platinum;7;2018;Salud;;9927800
4 Micro;4.4 Trans.Natural Ent. 11 a 99 Trab.;1;2018;MS;SUPERMERCADOS;5497626
2 Emp Medio;2.2 Silver;4;2018;RyT;Club la Colina;22934729
2 Emp Medio;2.1 Gold;10;2018;MS;DROGUERIAS;3243903
4 Micro;4.3 Trans.Juridica Ent. 11 a 99 Trab.;7;2018;RyT;Hotel Paipa;1384540
3 Empresas Pymes;3.2 VIP Estándar;4;2018;Educación y Cultura;ASESORIAS PARA LA CALIDAD;NA
6 Otros;No Afiliada;6;2018;AyB;CATERING;7178699
1 Emp Grandes;1.1 Platinum;1;2018;MS;SUPERMERCADOS;112534997
3 Empresas Pymes;3.1 VIP;11;2018;Salud;CHEQUEOS;1664893
6 Otros;No Afiliada;2;2017;Educacion;DPTO CULTURA Y BILBIOTECAS;13982513
6 Otros;No Afiliada;7;2018;RyT;Piscilago;424233662
3 Empresas Pymes;3.1 VIP;4;2018;RyT;Club El Cubo;10107266
2 Emp Medio;2.2 Silver;10;2018;RyT;Hotel Peñalisa;0
1 Emp Grandes;1.1 Platinum;5;2018;RyT;Eventos y Convenciones;37668518
6 Otros;No Afiliada;11;2018;Educación y Cultura;Teatro;17368100
6 Otros;No Afiliada;2;2017;Educacion;OTROS FACTURAC. EDU;81888496
3 Empresas Pymes;3.1 VIP;9;2018;AyB;CATERING;51034836
2 Emp Medio;2.1 Gold;10;2018;RyT;Club El Cubo;52728800
6 Otros;No Afiliada;12;2018;AyB;CAFÉ DE LAS LETRAS CALLE 26;NA
1 Emp Grandes;1.1 Platinum;2;2018;RyT;Programas Deportivos;3565209
4 Micro;4.1 Estándar;4;2018;MS;DROGUERIAS;399805
3 Empresas Pymes;3.2 VIP Estándar;8;2018;RyT;Club Calle 195;356468
1 Emp Grandes;1.1 Platinum;11;2018;Salud;CHEQUEOS;10968570
1 Emp Grandes;1.2 Premium;9;2018;RyT;Club la Colina;60265167
2 Emp Medio;2.2 Silver;10;2018;RyT;Otros;13985850
4 Micro;4.1 Estándar;4;2018;RyT;Club Bellavista;2350813
6 Otros;No Afiliada;6;2017;MS;DROGUERIAS;2067077815
3 Empresas Pymes;3.1 VIP;5;2017;MS;DROGUERIAS;81100
6 Otros;No Afiliada;7;2018;RyT;Programas Recreativos;60187474
6 Otros;No Afiliada;12;2018;RyT;Hotel Paipa;30323277
4 Micro;4.5 Transaccional;2;2018;RyT;Piscilago;15024313
1 Emp Grandes;1.1 Platinum;11;2018;RyT;Programas Deportivos;240111659
2 Emp Medio;2.1 Gold;3;2018;AyB;CATERING;89800633
3 Empresas Pymes;3.2 VIP Estándar;4;2017;Vivienda;Fecha Entrega;96523700
3 Empresas Pymes;3.2 VIP Estándar;2;2018;RyT;Piscilago;-207694
4 Micro;4.1 Estándar;5;2017;MS;DROGUERIAS;218750
4 Micro;4.1 Estándar;10;2018;RyT;Otros;177778
6 Otros;No Afiliada;8;2018;RyT;Hotel Bosques de Athan;1448889
4 Micro;4.5 Transaccional;8;2018;RyT;Hotel Bosques de Athan;509259
1 Emp Grandes;1.2 Premium;4;2018;RyT;Programas Deportivos;9678230
2 Emp Medio;2.1 Gold;3;2018;RyT;Eventos y Convenciones;24563210
3 Empresas Pymes;3.1 VIP;3;2018;MS;SUPERMERCADOS;640926887
4 Micro;4.1 Estándar;3;2018;RyT;Club Bellavista;1210406
4 Micro;4.1 Estándar;11;2018;RyT;Eventos y Convenciones;5758412
3 Empresas Pymes;3.1 VIP;4;2018;Salud;;71435660
3 Empresas Pymes;3.2 VIP Estándar;3;2018;Salud;;24189850
2 Emp Medio;2.1 Gold;7;2018;Educación y Cultura;ARTES;5156696
6 Otros;No Afiliada;10;2017;Vivienda;Fecha Promesa;206468000
1 Emp Grandes;1.1 Platinum;6;2018;Educación y Cultura;TEATRO;85680000
3 Empresas Pymes;3.1 VIP;6;2018;RyT;Eventos y Convenciones;70266587
2 Emp Medio;2.1 Gold;8;2018;RyT;Programas Deportivos;65575837
2 Emp Medio;2.1 Gold;6;2018;AyB;CATERING;34466608
4 Micro;4.2 Trans. Mas de 100 Trab.;12;2017;Vivienda;SubsidioAsignado;33197265
1 Emp Grandes;1.1 Platinum;8;2018;RyT;Club la Colina;50567742
4 Micro;4.1 Estándar;3;2018;RyT;Programas Recreativos;1788000
1 Emp Grandes;1.1 Platinum;1;2018;Salud;;19667400
2 Emp Medio;2.2 Silver;4;2018;MS;SUPERMERCADOS;5449883047
4 Micro;4.1 Estándar;2;2018;RyT;Otros;801331
4 Micro;4.5 Transaccional;10;2017;MS;DROGUERIAS;376536351
